round,sum_w_cohort_proxy,avg_cos_cached_vs_hon_mean,n_in_S_t,decay_factor
72,0.400000,-0.314506,0,0.995000
73,0.400000,-0.293410,0,0.995000
74,0.400000,-0.305523,0,0.995000
75,0.400000,-0.285764,0,0.995000
76,0.400000,-0.283233,0,0.995000
77,0.400000,-0.282102,0,0.995000
78,0.400000,-0.296654,0,0.995000
79,0.400000,-0.246420,0,0.995000
80,0.400000,-0.289021,0,0.995000
81,0.400000,-0.294804,0,0.995000
82,0.400000,-0.282858,0,0.995000
83,0.400000,-0.305619,0,0.995000
84,0.400000,-0.298388,0,0.995000
85,0.400000,-0.269881,0,0.995000
86,0.400000,-0.291471,0,0.995000
87,0.400000,-0.290411,0,0.995000
88,0.400000,-0.280946,0,0.995000
89,0.400000,-0.295710,0,0.995000
90,0.400000,-0.278230,0,0.995000
91,0.400000,-0.292369,0,0.995000
92,0.400000,-0.296276,0,0.995000
93,0.400000,-0.275521,0,0.995000
94,0.400000,-0.274176,0,0.995000
95,0.400000,-0.278180,0,0.995000
96,0.400000,-0.288193,0,0.995000
97,0.400000,-0.291982,0,0.995000
98,0.400000,-0.259122,0,0.995000
99,0.400000,-0.282115,0,0.995000
100,0.400000,-0.287714,0,0.995000
101,0.400000,-0.287573,0,0.995000
102,0.400000,-0.284006,0,0.995000
103,0.400000,-0.270934,0,0.995000
104,0.400000,-0.266570,0,0.995000
105,0.400000,-0.267809,0,0.995000
106,0.400000,-0.270516,0,0.995000
107,0.400000,-0.267727,0,0.995000
108,0.400000,-0.279646,0,0.995000
109,0.400000,-0.272937,0,0.995000
110,0.400000,-0.269133,0,0.995000
111,0.400000,-0.288166,0,0.995000
112,0.400000,-0.272016,0,0.995000
113,0.400000,-0.248958,0,0.995000
114,0.400000,-0.249159,0,0.995000
115,0.400000,-0.286116,0,0.995000
116,0.400000,-0.261781,0,0.995000
117,0.400000,-0.252581,0,0.995000
118,0.400000,-0.253000,0,0.995000
119,0.400000,-0.274638,0,0.995000
120,0.400000,-0.212598,0,0.995000
121,0.400000,-0.239186,0,0.995000
122,0.400000,-0.276583,0,0.995000
123,0.400000,-0.271982,0,0.995000
124,0.400000,-0.278099,0,0.995000
125,0.400000,-0.279452,0,0.995000
126,0.400000,-0.259125,0,0.995000
127,0.400000,-0.248976,0,0.995000
128,0.400000,-0.274574,0,0.995000
129,0.400000,-0.238300,0,0.995000
130,0.400000,-0.270868,0,0.995000
131,0.400000,-0.261136,0,0.995000
132,0.400000,-0.264297,0,0.995000
133,0.400000,-0.215104,0,0.995000
134,0.400000,-0.240069,0,0.995000
135,0.400000,-0.269404,0,0.995000
136,0.400000,-0.257127,0,0.995000
137,0.400000,-0.253722,0,0.995000
138,0.400000,-0.271914,0,0.995000
139,0.400000,-0.226305,0,0.995000
140,0.400000,-0.247529,0,0.995000
141,0.400000,-0.263160,0,0.995000
142,0.400000,-0.261925,0,0.995000
143,0.400000,-0.235332,0,0.995000
144,0.400000,-0.229442,0,0.995000
145,0.400000,-0.266642,0,0.995000
146,0.400000,-0.239940,0,0.995000
147,0.400000,-0.253172,0,0.995000
148,0.400000,-0.240539,0,0.995000
149,0.400000,-0.236210,0,0.995000
150,0.400000,-0.263740,0,0.995000
151,0.400000,-0.256274,0,0.995000
152,0.400000,-0.201713,0,0.995000
153,0.400000,-0.264574,0,0.995000
154,0.400000,-0.210940,0,0.995000
155,0.400000,-0.243784,0,0.995000
156,0.400000,-0.239087,0,0.995000
157,0.400000,-0.251919,0,0.995000
158,0.400000,-0.234339,0,0.995000
159,0.400000,-0.250398,0,0.995000
160,0.400000,-0.248577,0,0.995000
161,0.400000,-0.213010,0,0.995000
162,0.400000,-0.199131,0,0.995000
163,0.400000,-0.251962,0,0.995000
164,0.400000,-0.234973,0,0.995000
165,0.400000,-0.252110,0,0.995000
166,0.400000,-0.231692,0,0.995000
167,0.400000,-0.231071,0,0.995000
168,0.400000,-0.247316,0,0.995000
169,0.400000,-0.195614,0,0.995000
170,0.400000,-0.177723,0,0.995000
171,0.400000,-0.181655,0,0.995000
172,0.400000,-0.234979,0,0.995000
173,0.400000,-0.233197,0,0.995000
174,0.400000,-0.211513,0,0.995000
175,0.400000,-0.231050,0,0.995000
176,0.400000,-0.244223,0,0.995000
177,0.400000,-0.189821,0,0.995000
178,0.400000,-0.230741,0,0.995000
179,0.400000,-0.241094,0,0.995000
180,0.400000,-0.202690,0,0.995000
181,0.400000,-0.173471,0,0.995000
182,0.400000,-0.243850,0,0.995000
183,0.400000,-0.217756,0,0.995000
184,0.400000,-0.238715,0,0.995000
185,0.400000,-0.234961,0,0.995000
186,0.400000,-0.231134,0,0.995000
187,0.400000,-0.189669,0,0.995000
188,0.400000,-0.202992,0,0.995000
189,0.400000,-0.222787,0,0.995000
190,0.400000,-0.222124,0,0.995000
191,0.400000,-0.199460,0,0.995000
192,0.400000,-0.220208,0,0.995000
193,0.400000,-0.195250,0,0.995000
194,0.400000,-0.219075,0,0.995000
195,0.400000,-0.205837,0,0.995000
196,0.400000,-0.189074,0,0.995000
197,0.400000,-0.167407,0,0.995000
198,0.400000,-0.215248,0,0.995000
199,0.400000,-0.237461,0,0.995000
